,arrivals_exponential_rate,services_exponential_rate,number_of_stations,queue_size_avg,wait_time_avg,response_time_avg,end_to_end_delay_avg,drop_probabilities,queue_capacity
3410,470,900;900;900,3,0.572830367932128;0.5598942386795729;0.5692283948327825,0.001216761492110725;0.0011895857639464811;0.0012100445979540899,0.002329148940153833;0.002292785436030007;0.0023164491263532095,0.006938392714389466;0.0;0.0,0.00036;0.0002500950361137232;0.0005003151985751023,10.0
3411,470,910;910;910,3,0.548737074557204;0.533746556721681;0.535351574727034,0.001171684444756826;0.0011399494885592646;0.0011436303840669522,0.002278252439433811;0.0022367326063925993;0.002240570201014274,0.006755684475283309;0.0;0.0,0.00045;0.00021009664445644996;0.00019012738534818327,10.0
3412,470,920;920;920,3,0.5223317729001369;0.5182389688722656;0.5346371114615329,0.001112896016735593;0.0011044135308213466;0.0011397628251521323,0.0021993621271936274;0.0021933344294124703;0.0022315385503134458,0.006624593733895295;0.0;0.0,0.00014;0.00023003680588894223;0.00033013205282112846,10.0
3413,470,930;930;930,3,0.5021600582249115;0.5076167989894563;0.5289369401919842,0.001065822983442492;0.001077510942172104;0.0011231732409177216,0.002132152699444981;0.002156788863332778;0.002199147418180777,0.006488137127061269;0.0;0.0,0.00025;0.00017004591239634702;0.00038016727360038415,10.0
3414,470,940;940;940,3,0.49414140741971424;0.5030920977940897;0.5034194263382183,0.001052166606290758;0.0010714034382936686;0.0010724639910905543,0.0021152616923735333;0.002137191497769062;0.0021383963354363023,0.006390627319480463;0.0;0.0,0.0002;0.00030006601452319513;0.00015009005403241946,10.0
3415,470,950;950;950,3,0.4972173907191861;0.49526781680601867;0.4875766619643809,0.0010541291802603713;0.0010503131731925538;0.001034276710755733,0.0021078050630471785;0.0021040380234092822;0.0020897421818898156,0.006301896852693789;0.0;0.0,0.0002;0.0003100651136738715;0.00028016249424666305,10.0
3416,470,960;960;960,3,0.47435298544741544;0.46188296147196306;0.45449305852173777,0.0010134608574045812;0.0009869202508987606;0.0009713477886669328,0.002055672983233167;0.0020264277340273766;0.0020099327286366773,0.0060920772638776155;0.0;0.0,0.0003;0.00012003961307231387;0.00022009904457005652,10.0
3417,470,970;970;970,3,0.4614734875850026;0.4581770670483753;0.4577711394935552,0.0009782215846857705;0.0009713400994916286;0.0009707213780945496,0.0020148930430760885;0.00200696996296648;0.002002050448868306,0.006023885618580284;0.0;0.0,9e-05;0.00012001320145215974;0.00023005521325118028,10.0
3418,470,980;980;980,3,0.4495002307041468;0.4395864319837806;0.4401250761408532,0.0009535308922793354;0.000932568610273998;0.0009338512397259662,0.0019769561639513774;0.0019511554868976624;0.0019518345107254677,0.005880157968222508;0.0;0.0,0.00013;6.000840117616466e-05;0.00015003000600120024,10.0
3419,470,990;990;990,3,0.4388994974065935;0.43642964752201074;0.4212523658113398,0.0009344802990147531;0.0009295407623571818;0.0008973974933004636,0.0019495252994713675;0.0019421438924014725;0.0019017717690372562,0.00579310381995254;0.0;0.0,0.00024;0.00029008702610783233;0.00018010806483890335,10.0
3420,480,100;100;100,3,9.736208504950572;4.668548530060603;3.6195573891970616,0.09771033253947971;0.05105539661809311;0.0413771133320758,0.10774788080768348;0.06111968691695842;0.05144479148057623,0.2244306999042643;0.0;0.0,0.79276;0.08192922319316372;0.0429202608878603,10.0
3421,480,110;110;110,3,9.70547244677852;4.513638855622125;3.3932958033781553,0.08896732417574911;0.045065924155137486;0.03520846216347987,0.09813540267803897;0.05415882423116175;0.04422166984214129,0.20014835323148097;0.0;0.0,0.7735;0.08162544169611308;0.03751984222425321,10.0
3422,480,120;120;120,3,9.668374943581204;4.358566928547502;3.4599556784632686,0.08148055961314657;0.03972849465292531;0.03290982976315702,0.08991063310050985;0.048042517295394535;0.04115505138231691,0.18229976972868026;0.0;0.0,0.75169;0.07514101531023368;0.04140335585094792,10.0
3423,480,130;130;130,3,9.627274186223481;4.645081173553595;3.548609954456795,0.07399346050683729;0.03891994507391935;0.031092173377227025,0.08168146413229099;0.04662336827327419;0.03871538754642524,0.17019166686439638;0.0;0.0,0.72922;0.08264676543392323;0.04318749496414471,10.0
3424,480,140;140;140,3,9.589694851138042;4.6976823517824755;3.697235278767483,0.06828501429138685;0.036571665849572964;0.03021701373789049,0.07540652941354223;0.04373833676442531;0.03740592879442206,0.15957871994063247;0.0;0.0,0.7091;0.08504418996526703;0.04736129905277402,10.0
3425,480,150;150;150,3,9.546090523141007;4.425974316675652;3.6006079302220773,0.06391904711312206;0.03212153165660679;0.027326732469634324,0.07061618391149359;0.0387443615878275;0.03397137292451967,0.14602583414791656;0.0;0.0,0.68866;0.07710595643513461;0.04370385847611088,10.0
3426,480,160;160;160,3,9.510061408630156;4.558425225831488;3.4809340366822163,0.059762983057876105;0.031269745616670314;0.02486757975524105,0.06604823561668756;0.03756045538298735;0.031092238758822072,0.137267090993816;0.0;0.0,0.66904;0.08396554329756688;0.039576181674148406,10.0
3427,480,170;170;170,3,9.451356636043922;4.624278013957623;3.6181269316298525,0.05536606262849017;0.029508964901022804;0.024146349198731678,0.06122486154021608;0.03535184783850922;0.03001720346879854,0.1289992103903611;0.0;0.0,0.64403;0.0818299331197662;0.04373507988002693,10.0
3428,480,180;180;180,3,9.399171268585697;4.569081645599025;3.604726117013964,0.05213578891627993;0.027720659236901656;0.022826241356561108,0.05768309584055276;0.03329055090112099;0.028391518921384508,0.12163152225426999;0.0;0.0,0.62695;0.08553654743390357;0.04167277632775155,10.0
3429,480,190;190;190,3,9.335087153872603;4.640891133191021;3.585899938982984,0.04906647524047985;0.02668302890204055;0.021533803089709307,0.05432313188738121;0.03194994416418735;0.026799507407459414,0.11527343530093402;0.0;0.0,0.60308;0.08563292255739523;0.042371946848982746,10.0
3430,480,200;200;200,3,9.28084390566687;4.465701173728432;3.846302959211286,0.046130415217321814;0.024163749824394756;0.021876553492467685,0.05110096189194464;0.029116992340753222;0.02690866666672239,0.10924907872731215;0.0;0.0,0.58013;0.08118925100057175;0.04849082045430972,10.0
3431,480,210;210;210,3,9.248354629531867;4.657939669295235;3.6008362384484167,0.044153005085171386;0.024258627843188083;0.019655711981298864,0.048927802347296226;0.029044757870770908;0.02445156240682196,0.10440079366286452;0.0;0.0,0.56496;0.08320879221943761;0.04589571890753141,10.0
3432,480,220;220;220,3,9.118896417235288;4.61470478565171;3.7233968427539548,0.041233997129477444;0.022870120009822626;0.019365371980211196,0.045755140523132815;0.027417275546312767;0.023929843623665657,0.09910263533286699;0.0;0.0,0.53611;0.08747682090646428;0.04686613726602382,10.0
3433,480,230;230;230,3,9.054432373223293;4.583127465410162;3.750798062872833,0.0388656295400047;0.021436663874077052;0.0183968837298513,0.043157720134823295;0.025741023657757916;0.022728363936766843,0.09344625908535029;0.0;0.0,0.51438;0.08216102654940166;0.04619217561106996,10.0
3434,480,240;240;240,3,9.005521752970251;4.492652986095651;3.6715864259214896,0.03750228521690558;0.020332980084487574;0.017428662525493153,0.041666237396679656;0.024474010821106923;0.02160629663906235,0.08949302167662193;0.0;0.0,0.50107;0.07972815845395133;0.04642903830232254,10.0
3435,480,250;250;250,3,8.927058574259545;4.541221187248006;3.561666098584451,0.03588270064785065;0.01990247932189628;0.01630177846884317,0.03990031259705388;0.02391257751824957;0.020305554496602995,0.08579352160367115;0.0;0.0,0.48383;0.0827181305586235;0.0423171994168973,10.0
3436,480,260;260;260,3,8.813263582941962;4.714127961735964;3.4988513470772835,0.03389037446509359;0.019851430894175355;0.015374345184692145,0.037735401016669404;0.02373691948597777;0.01922195410998148,0.08231777835778727;0.0;0.0,0.45618;0.08669744174498373;0.04157015971480937,10.0
3437,480,270;270;270,3,8.747187776077428;4.507969119506064;3.578146101175823,0.03245522553902507;0.018216393292806964;0.01512792381748778,0.03616315484133396;0.0219121617625661;0.018830069769584536,0.07848342720410653;0.0;0.0,0.43944;0.08168436078151485;0.04414479180834321,10.0
3438,480,280;280;280,3,8.583600590547643;4.503713842867153;3.5418954938098044,0.030745357708894982;0.017476658017124967;0.014383097065893724,0.03432277865764145;0.021018571285969467;0.01793298410871119,0.0747947318728391;0.0;0.0,0.41416;0.07682458386683738;0.044386905862770484,10.0
3439,480,290;290;290,3,8.473473288746082;4.692903283855345;3.5791961067652633,0.029219471516196416;0.017700759978942004;0.014124123298072808,0.03266062746781512;0.02117044079527292;0.017571460271681175,0.07287388372888091;0.0;0.0,0.39401;0.08572513162455231;0.04401595984762317,10.0
3440,480,300;300;300,3,8.414242196088956;4.49508161785753;3.698162227429888,0.028181072981561014;0.016320066709282318;0.01403353819383888,0.031524514514676805;0.01964740332660072;0.017384740647245347,0.06992115120402477;0.0;0.0,0.37808;0.07742775821313136;0.0431803918834112,10.0
3441,480,310;310;310,3,8.200429458746207;4.527860443588007;3.591304565663905,0.02666726648311046;0.01600270313624698;0.013267097658758671,0.029905600840205337;0.019234779394449543;0.016499927035441533,0.0669846082024722;0.0;0.0,0.35538;0.07979705512715086;0.0431050474728907,10.0
3442,480,320;320;320,3,8.131990749711349;4.549144023118764;3.6132977728190183,0.02544619076872903;0.015484084862742676;0.012823505363134684,0.028564937875729068;0.018599957093874357;0.01593663250261367,0.06433723903888647;0.0;0.0,0.33556;0.08060631604299004;0.04074080138859323,10.0
3443,480,330;330;330,3,7.947150415457808;4.63480850729481;3.531175946757823,0.024094192980867294;0.01538337958465608;0.012218108455699957,0.02711018387526901;0.01843608270206389;0.01523739054775571,0.06212779793519308;0.0;0.0,0.31614;0.08647897623400366;0.040714708849004945,10.0
3444,480,340;340;340,3,7.788721624365976;4.538345035484339;3.535115687871835,0.02300785123549356;0.014574485038150143;0.011839780539223967,0.02594380461065057;0.01752182955090491;0.014769594272542362,0.05947225030873418;0.0;0.0,0.29441;0.0800697367861547;0.04117230114949613,10.0
3445,480,350;350;350,3,7.562712283317607;4.491763927800224;3.633609091522154,0.021812436372740312;0.014051136649773411;0.011879323811774365,0.024671403527518;0.016908803738320585;0.014740789649003324,0.05749925747074221;0.0;0.0,0.2775;0.07788036932958652;0.043058537390964914,10.0
3446,480,360;360;360,3,7.415994055983377;4.469916528362309;3.6160790275256645,0.020844676518998587;0.013561088681283966;0.011485233560428161,0.023626239196911904;0.016334807341679008;0.014267800307318756,0.055370894269165714;0.0;0.0,0.25991;0.07343441714640936;0.04468010619365755,10.0
3447,480,370;370;370,3,7.193090864693199;4.403066443838643;3.6091313447604527,0.019769255584283954;0.013052602740968113;0.01118784720618089,0.022480360360051223;0.015753136088119825;0.013907812937005591,0.05318100059239112;0.0;0.0,0.24039;0.0728091426163893;0.04367029283949215,10.0
3448,480,380;380;380,3,6.986898935250334;4.485046016155605;3.654209328786749,0.018646472465794123;0.012931972160916336;0.011004693531625108,0.02126959664704271;0.015577163717209975;0.013650364562485064,0.05151443265643142;0.0;0.0,0.22217;0.07434456688053695;0.04249319330999611,10.0
3449,480,390;390;390,3,6.715158649077411;4.4151158112062365;3.48163701745621,0.017557051161675177;0.01246908281103139;0.010226334375293435,0.020118758502734743;0.015045547003623655;0.012786657940629505,0.04893263671107883;0.0;0.0,0.20094;0.07420990049439889;0.03841005881160008,10.0
3450,480,400;400;400,3,6.460370115744902;4.346951565376335;3.4169554007509757,0.016492269466487727;0.011951749558241246;0.009761864059060099,0.018976641085312766;0.014453830244221267;0.012241128841836922,0.04657508330614276;0.0;0.0,0.18319;0.07142157462960695;0.03759378667405092,10.0
3451,480,410;410;410,3,6.2875311660379545;4.353944916033833;3.3873759062624584,0.015767903706351644;0.011729641184661207;0.009469529661492709,0.018200131660820167;0.014179316134926167;0.011892065224122703,0.045115213924903225;0.0;0.0,0.17047;0.069068200176016;0.03621198777392115,10.0
3452,480,420;420;420,3,6.125312795044365;4.203287887222461;3.3736607235840887,0.01515004327770993;0.011084584299916343;0.009224301091192637,0.017534717827387046;0.01347144234171801;0.011597569817632283,0.04335219933934207;0.0;0.0,0.15872;0.06204904489640662;0.03540013688559913,10.0
3453,480,430;430;430,3,5.810360584322494;4.1125751559222365;3.3128378488029386,0.014115501946376141;0.010636165233809083;0.008868490022698978,0.016437094417736126;0.012964147981227362;0.011182024671813237,0.04126019309753271;0.0;0.0,0.14337;0.06054733106057068;0.03379318916231668,10.0
3454,480,440;440;440,3,5.514782975136517;4.050521427526775;3.3965291694964708,0.013129109180550234;0.010238263279146974;0.008893938616075368,0.015387501869591353;0.012507476116892888;0.011163255940705538,0.039687416640592436;0.0;0.0,0.12739;0.05804011461318052;0.03467786092352619,10.0
3455,480,450;450;450,3,5.326827284391122;4.0124596843567435;3.439021794070193,0.012497767665460397;0.009969373026671682;0.008886288018245278,0.014713796366137087;0.012196685587063492;0.01113163230413597,0.03866318434941546;0.0;0.0,0.11608;0.05582016268624634;0.038203432077461415,10.0
3456,480,460;460;460,3,4.973782695558877;3.934942820608362;3.2447839609034306,0.011532255385743631;0.009615588565339924;0.008207904033603443,0.013693176265521583;0.011799450451944856;0.010380209150734667,0.03640304348742167;0.0;0.0,0.10047;0.051152913970604584;0.03380793343880002,10.0
3457,480,470;470;470,3,4.775244574144509;3.7688125698814456;3.2776983725784268,0.01094867962594699;0.009077947972126169;0.00816726654495805,0.013071248843045762;0.011208174958527307;0.010309948709600116,0.035036663298906257;0.0;0.0,0.09105;0.048102101441302676;0.033322545597447926,10.0
3458,480,480;480;480,3,4.6366020143542706;3.5464458105210537;3.1038897761986357,0.010532295822833436;0.00840472522345892;0.007579316231480003,0.012621580262667844;0.010477574881812961;0.009657083546683563,0.033155931674332055;0.0;0.0,0.08325;0.04148576415403076;0.02938732771081595,10.0
3459,480,490;490;490,3,4.315152791166115;3.4651916581314652;2.9967437490012547,0.009720816563061166;0.008125812242281278;0.007225845631917607,0.01175603981373395;0.01016417692796079;0.009259927000104381,0.031537405029893724;0.0;0.0,0.07501;0.0392154742726162;0.02752737544594123,10.0
3460,480,500;500;500,3,4.198566255076474;3.326313393533801;2.887644409558487,0.0093946650336771;0.007716397277788205;0.006880651532534396,0.011408182458090263;0.009713551358846455;0.00887097488440111,0.030284460241627332;0.0;0.0,0.06928;0.035320918537303486;0.026377641384380604,10.0
3461,480,510;510;510,3,3.8791302503767353;3.222759125827441;2.8802741942182224,0.008577288254205138;0.007384787749803497;0.006764678604943519,0.01053648011330347;0.009346291273492718;0.008728344085709019,0.028860204546029118;0.0;0.0,0.05766;0.034989971027412525;0.024305479180872357,10.0
3462,480,520;520;520,3,3.767776787862325;3.1427287073365466;2.782319283994292,0.008280719525941938;0.007132450699099365;0.006462192998344052,0.010209047467450626;0.009059701442185144;0.008383269552640201,0.02789160049298448;0.0;0.0,0.05138;0.031583386042589076;0.02279555845852384,10.0
3463,480,530;530;530,3,3.4604222342720377;3.016361655253614;2.688218319806832,0.00756664449576564;0.0067877302452255235;0.006177756935693452,0.00945408971230529;0.008681117712070465;0.008063533955205,0.02640032972065916;0.0;0.0,0.04766;0.02823660362697021;0.020857198435169776,10.0
3464,480,540;540;540,3,3.324701508442054;2.863205501328585;2.6691543688317494,0.007188602014994278;0.006357131702225697;0.00604932480290175,0.009038024907225814;0.008202695001308595;0.00790538910736902,0.025317408772597055;0.0;0.0,0.03994;0.026134327736344318;0.02032281182145875,10.0
3465,480,550;550;550,3,3.1051655477371543;2.7411937744108648;2.49455971607584,0.0067181982673254585;0.0060805383968853075;0.005631202250055586,0.008540487580997838;0.007905262956120476;0.007451900113259601,0.02403730067547111;0.0;0.0,0.03614;0.024620268924302788;0.017423863672627087,10.0
3466,480,560;560;560,3,2.9379272322617753;2.725393266528701;2.398728477913554,0.006311693813442844;0.005992946307483785;0.005365816725394111,0.008096498220067926;0.007790725415720998;0.007154819863945286,0.023163897372662775;0.0;0.0,0.03169;0.02291787160208213;0.016976385277266866,10.0
3467,480,570;570;570,3,2.7787639750632827;2.507919186862626;2.278326843836745,0.005955223861732358;0.005480412263143239;0.0050537134967285095,0.007710282073622888;0.007240630910768848;0.006804909203454934,0.02185193899777155;0.0;0.0,0.02848;0.019198501178674738;0.01490453748701101,10.0
